77   882   557.5   38.9   -18.203388   -19.203314
78   889   552   20.7   -31.881888   -25.429554
79   887   555   49.9   -4.879476   -1.322377
80   896   548   18.6   -30.411406   -19.652871
81   887   554   39   -15.145465   -10.84778
82   893   546.5   34   -14.503718   -4.208002
83   896   550   16   -34.279429   -24.309965
84   890.4   539   18.9   -25.232851   -15.208883
85   894   534   15.2   -25.230798   -15.527391
86   887   540.4   41.5   -4.022908   4.928958
87   893.6   543   53   6.803988   17.903573
88   896.5   541   22   -22.499437   -10.571942
89   898   535   24.9   -15.573703   -4.583327
90   900.5   535   6.7   -33.404261   -21.959551
91   903   540   32.5   -10.404877   2.754438
92   913   547.5   30   -16.182197   -2.278128
93   909   542.5   59   15.396754   29.495763
94   915.5   545   29.5   -14.727727   -0.347898
95   915   543.5   26   -17.350598   -2.922774
96   908   539   16.5   -25.031982   -11.438625
97   957   508   39   24.36343   -14.436104
98   955.5   513.5   48.9   30.554702   3.809983
99   953.5   550.5   33.5   -8.599277   -3.433351
100   960   550   46   5.178277   7.119548
101   971   547.5   54   16.388849   11.440863
102   987.5   561   57.9   14.168008   -7.238371
103   960.5   542   37.9   2.224257   3.101953
104   953.5   548   32   -8.514248   -3.061181
105   957   553   31   -12.167088   -9.287709
106   957   545.5   34   -4.412001   -0.805105
107   964   541   29   -5.524513   -7.190156
108   952.5   544.5   32.5   -5.942985   -0.173767
109   959   537.5   51.9   18.855644   18.676014
110   955   543.5   31   -6.439532   -2.092487
111   955   533   41.8   11.017589   10.18737
112   947   541.5   48   10.646278   18.277072
113   958   529   28   0.196965   -6.026864
114   952   536.5   35   1.555219   4.723124
115   975   527.5   46.5   22.160186   1.536663
116   958.5   537.5   51.9   18.781756   18.901921
117   951   520   35.4   12.268632   -0.85871
118   932.5   520.5   16   -10.182241   -14.082614
119   945   520   35   10.981972   1.126997
120   936   522.5   35   8.066954   5.529313
121   947   525   36.5   9.607468   5.273843
122   941.5   521   35.9   10.730743   3.95561
123   938   516   45   22.483582   9.7935
124   932   526.5   40   9.939801   13.289724
125   940   514   35   14.047158   -2.904942
126   934.5   526   38   8.626249   10.666035
127   940   519   37   12.877101   3.942333
128   938   513.5   23   2.068611   -14.843378
129   945   519   25.5   2.115984   -9.204252
130   940.5   528.5   39.5   9.42788   11.768187
131   894.5   526.5   21.5   -14.101823   -8.934335
132   900   527   9   -26.106057   -19.610677
133   901.5   530   67.5   30.713573   39.646973
134   920.5   527.5   13.4   -18.993642   -12.160128
135   918.5   528.5   12.5   -20.823207   -12.869909
136   937   531.5   28.5   -3.991373   2.228358
137   925.5   529.5   23   -9.922782   -2.207413
138   933   530.5   33.5   1.051532   7.747717
139   924.5   531   9   -25.021576   -15.955153
140   907   516   11   -16.097494   -21.79768
141   912.5   509.5   30.9   8.736352   -8.108947
142   911   511   31.65   8.31367   -5.663977
143   885   515   33   3.285431   -6.612281
144   883.5   505.5   33.4   9.486875   -16.56566
145   883   512.5   47   18.574906   4.453814
146   888   511.5   40   12.947801   -1.504754
147   893.5   514   46   18.175544   8.614356
148   897.5   515   45.5   17.632639   10.065876
149   888   521   57   23.924692   22.314663
150   897.5   510.5   29.9   4.885691   -9.841941
151   901   509.5   30   6.136921   -10.151301
152   902.5   513   34   8.139545   -2.175913
153   873   535   51   6.831881   8.691274
154   867   535.5   64.5   19.128215   17.658947
155   869   526   57.5   18.446878   13.775654
156   873.5   523.5   85.5   48.696902   44.283391
157   864   527.5   61   20.256977   13.705892
158   882   524.5   38   1.818992   1.788842
159   871   531   56.5   14.572374   13.936691
160   867.5   523   60.4   23.027247   15.140524
161   876   528   51.5   12.213291   12.399827
162   875   521   54   19.003595   12.879897
163   867   533   69   25.213244   23.08786
164   874   519.5   56   21.806836   13.649294
165   889   515.5   27.9   -1.540468   -9.759639
166   884.5   532   37.5   -3.066653   2.851025
167   891.5   522   32.9   -0.292101   0.01093
168   889   526.5   22   -14.414595   -10.558676
169   890   533.5   29.9   -10.804899   -2.398582
170   883   531   39.9   -0.254307   4.6093
171   885.5   525   32.6   -3.380796   -1.800715
172   882.5   528   38.5   0.17384   3.044499
173   911   526.5   21.5   -11.663509   -4.983582
174   899   522   25.9   -6.183777   -4.614736
175   898   520.5   27.5   -3.780536   -4.031928
176   913.5   524   22.9   -8.309038   -4.193893
177   900   518   31.5   2.100046   -1.05251
178   904   527.5   8.5   -26.331957   -19.003091
179   916.5   531.5   5.5   -30.020795   -19.636875
180   925   568.5   33   -24.723119   -26.52847
181   933   573   57   -2.393957   -10.821775
182   931.5   567   47   -8.811553   -8.985568
183   935   572   43.5   -14.964393   -22.090586
184   930.5   561   43.9   -8.255261   -2.127901
185   926.5   572   68.5   8.779506   2.077584
186   946   573   44.25   -13.222861   -23.751338
187   935   561.5   61   9.192728   14.290811
188   943.5   572.5   40   -17.525297   -26.750497
189   936.5   575.5   44.5   -15.961768   -28.647886
190   928   564   57   2.573263   6.011646
191   929   559   35   -16.108903   -8.189575
192   927   559   35.1   -16.304456   -8.22607
193   933   576   64.5   3.204008   -10.015836
194   940.5   568   40   -15.115575   -17.776053
195   921   563.5   42.6   -12.544168   -8.518635
196   936   565.5   50   -4.195541   -3.191371
197   951   573   58   1.266022   -10.670964
198   951.5   568.5   58   4.192962   -2.060744
199   951   576   55   -3.636012   -20.089558
200   937   555   43   -4.390644   4.846416
201   945   566   54   0.817443   -0.626453
202   939.5   564.5   39   -14.044311   -12.612106
203   939   543.5   45   5.196042   16.1378
204   934   540.5   42   3.359193   15.117223
205   933   538   38.9   1.696445   12.886092
206   938   539.5   37.5   0.084311   10.408812
207   940   538.5   39   2.513876   11.811135
208   945.5   553   43.215   -1.651519   6.062778
209   914   553   26.5   -23.021484   -11.102188
210   919   554   30   -19.416612   -7.803389
211   914   558   29.5   -23.191541   -14.559358
